VOLUME_NET_OVER_WT,TEXTURE_GLRLM_ED_T1Gd_LGRE,TEXTURE_GLSZM_NET_FLAIR_LZHGE,SOLIDITY_ED,TEXTURE_GLCM_NET_T2_Contrast,HISTO_ET_FLAIR_Bin5,TEXTURE_GLRLM_ED_T2_GLN,HISTO_ET_T1_Bin9,TEXTURE_GLCM_ET_FLAIR_Energy,HISTO_ED_T1Gd_Bin7,HISTO_NET_T1_Bin1,TEXTURE_GLSZM_ED_T2_LGZE,HISTO_ET_T1_Bin5,TEXTURE_GLRLM_ED_FLAIR_HGRE,HISTO_NET_FLAIR_Bin10,TEXTURE_GLCM_ET_FLAIR_Dissimilarity,HISTO_ED_FLAIR_Bin10,TEXTURE_GLCM_ED_T2_Variance,SPATIAL_Temporal,SPATIAL_Insula,TEXTURE_GLSZM_ED_T2_SZE,TEXTURE_GLRLM_ED_T2_GLV,HISTO_ET_T1_Bin8,INTENSITY_Mean_ET_FLAIR,TEXTURE_GLRLM_ED_T1Gd_LRLGE,SPATIAL_Frontal,HISTO_NET_T2_Bin2,HISTO_NET_FLAIR_Bin6,HISTO_NET_T2_Bin7,TEXTURE_GLRLM_ED_T1_SRLGE,TEXTURE_GLOBAL_ED_T1Gd_Skewness,HISTO_NET_T1_Bin4,TEXTURE_GLSZM_NET_T2_SZLGE,TEXTURE_GLSZM_ET_T1_ZSV,TEXTURE_GLOBAL_ED_T1_Skewness,TEXTURE_GLCM_NET_T2_Homogeneity,TEXTURE_GLSZM_ED_FLAIR_SZHGE,HISTO_ET_T2_Bin4,TEXTURE_GLSZM_ED_FLAIR_LZLGE,TGM_Cog_Y_1,TEXTURE_GLSZM_ED_T1Gd_GLN,TEXTURE_GLCM_ED_T1Gd_Correlation,TEXTURE_GLSZM_ET_T2_LZLGE,TEXTURE_GLCM_NET_T2_Variance,TEXTURE_GLSZM_ED_T1_LZHGE,TEXTURE_GLRLM_ET_T2_LGRE,VOLUME_ET_OVER_NET,TEXTURE_GLSZM_ED_T2_LZLGE,TEXTURE_GLSZM_ED_FLAIR_SZE,TEXTURE_GLRLM_NET_T2_LRLGE,INTENSITY_Mean_ED_T1Gd,TEXTURE_GLRLM_NET_FLAIR_GLN,TEXTURE_GLRLM_NET_T2_GLN,TEXTURE_GLSZM_ED_T1Gd_SZHGE,HISTO_ET_T1_Bin1,HISTO_NET_T1Gd_Bin7,TEXTURE_GLSZM_NET_T1_SZHGE,TEXTURE_GLRLM_ED_T1Gd_RLV,TEXTURE_GLRLM_NET_T1Gd_GLV,HISTO_NET_T1_Bin5,HISTO_ET_T1_Bin10,TEXTURE_GLOBAL_NET_T2_Variance,TEXTURE_GLRLM_NET_T2_SRHGE,TEXTURE_GLOBAL_ED_FLAIR_Kurtosis,TEXTURE_NGTDM_ED_T1_Coarseness,HISTO_NET_T2_Bin8,TEXTURE_GLOBAL_ET_FLAIR_Skewness,TGM_dw,HISTO_ED_T2_Bin1,TEXTURE_GLRLM_ED_FLAIR_GLV,INTENSITY_STD_ED_T2,TEXTURE_GLRLM_ET_T2_LRHGE,HISTO_ET_FLAIR_Bin7,TEXTURE_NGTDM_NET_T1Gd_Contrast,TEXTURE_GLCM_NET_FLAIR_Correlation,HISTO_ET_T1_Bin4,INTENSITY_STD_ED_FLAIR,HISTO_ET_T1_Bin6,TEXTURE_GLOBAL_NET_T2_Kurtosis,HISTO_ED_T2_Bin7,ECCENTRICITY_NET,VOLUME_WT_OVER_BRAIN,HISTO_ED_T1Gd_Bin2,TEXTURE_GLCM_ED_T1_Variance
0.309191992,0.019224,126253.1157,0.38238,49.1293,6.584,0.016498,3.6406,0.00089019,1.1452,0.087757,0.010397,15.6984,678.7172,3.5794,7.1197,5.4298,0.077576,0.0,0.0,0.59117,0.011301,12.0062,171.086,0.061877,98.6701,0.016805,4.7127,14.3996,0.010941,-0.0023206,9.2276,0.0044185,5.3e-06,-1.8817e-05,0.38081,321.2465,6.1709,28.4647,0.0715397,0.017889,0.91179,1.3598,0.077496,1177176.52,0.022958,0.072315477,61.0816,0.66921,0.061644,98.1786,0.017333,0.016738,825.8476,0.77459,5.0824,882.0564,1.4271e-05,0.028995,23.4087,0.43894,342.8321,1188.8081,-1.0382,0.00030546,6.9272,0.0010434,1.1e-07,0.0017273,0.0070124,30.9745,1798.5493,25.6649,0.87046,0.86216,24.9935,17.1433,16.6538,-1.221,6.9145,0.78959,0.125146032,0.98285,0.079787
0.479842517,0.019331,889305.2301,0.2503,24.5108,2.116,0.016599,55.5643,0.0055325,0.55715,0.11463,0.0056553,1.5674,1226.5273,1.6563,2.4068,4.7543,0.075594,88.3324,0.033015,0.65435,0.015161,11.3636,209.1302,0.059247,0.28723,0.10019,1.8026,10.5906,0.015312,0.083855,38.8881,0.0034127,4.9845e-05,-0.0080624,0.39461,649.5664,1.489,8.0559,0.134249,0.023683,0.9113,0.8385,0.051579,660925.9676,0.027908,0.011517597,24.2821,0.7049,0.060909,136.6213,0.025621,0.019825,475.4541,0.31348,0.097484,495.8194,1.588e-05,0.011258,16.687,22.884,313.4149,864.9204,-1.2063,0.00032106,34.8859,-0.38359,8.81e-09,0.028615,0.011179,22.4297,1028.2056,2.0376,0.1519,0.90506,0.23511,24.5956,2.5862,-1.0468,38.1008,0.8454,0.157122655,0.71117,0.065958
0.229670932,0.0232,171947.1911,0.5068,19.0126,4.4444,0.016512,3.1481,0.010748,4.5632,0.2105,0.0093949,8.5185,699.7232,4.2941,2.9496,2.8852,0.079237,0.0,0.0,0.702,0.021779,5.0,125.5989,0.042499,99.4765,5.8097,19.9551,12.4193,0.018096,0.042541,22.3548,0.0071796,5.1976e-05,0.011405,0.39793,373.6116,1.4815,2.5276,0.10758,0.018076,0.89709,0.1713,0.079541,55138.3263,0.028888,0.075778838,8.7011,0.65173,0.050071,41.9245,0.02209,0.016619,839.3522,33.8889,2.554,696.0296,1.9103e-05,0.027515,34.0163,2.7778,341.1095,1254.2075,-0.99863,0.0011624,11.8861,-1.0985,7.34e-07,0.025684,0.012477,18.9883,766.8193,8.5185,0.24882,0.95239,7.037,16.0018,4.2593,-1.1998,5.9372,0.59707,0.020059622,8.206,0.077424
0.034470497,0.015522,36210.8473,0.56828,100.6905,12.5735,0.016554,5.5921,0.001544,0.21798,2.0193,0.0172289999999999,14.8504,1226.6993,3.5777,3.405,11.5746,0.078871,6.6639,0.0,0.6382899999999999,0.014327,19.2262,194.9231,0.10192,6.1836,0.61457,10.1844,17.6032,0.011838,-0.024091,15.1229,0.009111,1.3108000000000002e-06,0.033613,0.26588,509.0641,24.9543,4.754,0.132161,0.0232479999999999,0.92593,3.3857,0.081213,2606423.088,0.0217389999999999,8.878402107000001,2.526,0.66598,0.031435,121.3939,0.018061,0.016686,584.868,0.0865269999999999,19.82,789.6360000000001,1.7257e-05,0.0479,16.1545,0.39308,340.3066,1262.3261,-1.2376,0.0005174,14.7717,0.072925,1.03187e-07,1.262,0.013937,29.1848,1838.0826,25.2806,0.71605,0.94068,5.8393,24.158,24.4054,-1.1935,13.3345,0.54823,0.105127648,10.892,0.047942
0.550915968,0.019797,1942670.105,0.32293,48.8718,0.0,0.021086,0.0,0.0,0.30553,0.0016828,0.016967,0.0,464.7369,6.9181,0.0,0.74112,0.0438,26.4569,0.0,0.64272,0.012036,0.0,0.0,0.063738,0.58295,0.021877,21.35,39.0751,0.016717,-0.18851,0.013463,0.0044323,0.0,-0.1902,0.34949,224.3974,0.0,1.6031,0.152467,0.025246,0.96718,0.0,0.078489,767535.4086,0.0,0.0,2.5849,0.62716,0.069542,137.5371,0.016546,0.016743,431.2753,0.0,37.3687,541.7725,1.5735e-05,0.011959,0.050485,0.0,342.8213,1162.1409,-0.88319,0.0008992,20.3773,0.0,1.81e-07,0.64822,0.0090779,13.8782,0.0,0.0,0.16178,0.94453,0.0,17.3132,0.0,-1.2166,1.0797,0.68437,0.084444037,6.8724,0.047181
0.829886357,0.020494,982216.527,0.15568,33.277,0.0,0.016536,0.0,0.0,0.81292,0.0007406,0.010982,0.0,1112.9326,5.7923,0.0,1.6403,0.077282,17.5283,0.0,0.6717,0.020077,0.0,0.0,0.049796,2.3579,0.039993,9.9656,10.7195,0.02001,-0.078137,22.8054,0.0039198,0.0,0.053005,0.43118,739.6266,0.0,2.2364,0.152432,0.018433,0.80175,0.0,0.07686,164334.0372,0.0,0.0,2.5272,0.74676,0.066869,136.5274,0.016406,0.016658,764.9412,0.0,0.42733,898.0595,2.2279e-05,0.017559,27.6393,0.0,341.8315,1027.0302,-1.1758,0.00087605,30.09,0.0,1e-09,0.039743,0.017657,30.3892,0.0,0.0,0.47185,0.93681,0.0,25.3833,0.0,-1.2059,7.2585,0.55078,0.102880539,0.23846,0.072576
0.732501073,0.017815,8211321.991,0.17781,15.1964,6.3908,0.018208,13.0602,0.0017186,19.0504,0.0022259,0.0073097,6.6042,1304.993,11.0522,3.8445,3.0385,0.060606,0.0065366,1.5949,0.65369,0.0094077,29.885,196.7682,0.060728,87.0151,0.0044518,12.2038,7.0501,0.013168,0.00067027,8.2729,0.0087254,2.86e-06,-0.21851,0.51937,636.9819,0.37349,4.5466,0.0744438,0.019454,0.97096,5.0508,0.048249,835307.7645,0.026042,0.125153957,13.9377,0.73735,0.061069,100.5526,0.016584,0.02063,975.3085,0.011857,1.6501,699.1183,1.185e-05,0.018191,19.8964,0.47427,308.4367,641.2636,-1.1975,0.0017185,48.8915,-0.035697,1e-09,0.015455,0.013706,18.9137,914.6371,41.5343,0.40823,0.96245,0.84776,35.7448,24.176,-0.99526,27.3129,0.57157,0.095694559,6.5377,0.064344
0.62016241,0.021586,2036019.254,0.25384,20.0416,0.78373,0.016367,0.17509,0.0015717,26.4392,0.043954,0.0084406,32.658,1339.7845,4.0938,4.6773,1.0057,0.075824,0.4384399999999999,4.9629,0.67456,0.020299,1.9677,225.38,0.050355,59.8585,0.4824699999999999,24.0315,8.9942,0.019358,0.0030701,48.9594,0.0090709,2.6271e-06,-0.0055383,0.4616399999999999,878.8919,3.902,0.54603,0.0835355,0.017972,0.92592,2.6060000000000003,0.041667,136377.2922,0.023767,0.122600429,6.9329,0.72925,0.0444769999999999,175.3528,0.017318,0.022001,724.3615,0.025013,6.7525,536.8019,1.0684e-05,0.011519,18.9206,0.11673,322.2726,731.1187,-1.2005,0.00050717,19.262,-0.13963,1e-09,0.0020866,0.0269029999999999,34.3014,1745.7915,5.3694,0.25345,0.96055,32.0827,28.9459,11.8559,-1.0398,11.3323,0.52431,0.097674134,0.21283,0.077279
0.058418567,0.014154,27898.1923,0.61047,62.4828,8.0304,0.016729,8.5481,0.0010795,6.0171,0.2319,0.0133,17.8139,1298.9664,0.8854200000000001,5.3269,3.5332,0.0796299999999999,46.8101,6.9279,0.60948,0.0098127,16.1195,203.0203,0.10185,13.7628,7.6737,21.9669,5.7552,0.0095906,0.0030294,13.1548,0.0040782,1.3963e-06,-0.026237,0.33788,564.6454,41.0107,61.122,0.10561,0.018946,0.95913,3.9748,0.088514,3179979.0510000004,0.020569,1.791714978,19.6157,0.65242,0.044958,108.1225,0.016433,0.016355,977.3971,0.16473,11.3524,905.6532,1.0398e-05,0.03825,20.8496,5.6771,341.5933,1266.0595,-1.2021,0.00043041,6.7988,0.084016,1.8850000000000005e-07,0.00073577,0.0101409999999999,32.3589,1366.5134,31.0154,0.85903,0.8977799999999999,9.1246,26.4694,21.0495,-1.2017,17.2656,0.72205,0.121440654,0.009565,0.0752559999999999
0.1779896869999999,0.024464,39715.9031,0.32643,47.9989,6.7171,0.016856,3.8744,0.0016372,27.8,0.20694,0.012394,18.5007,709.3989,2.5063,4.3991,1.7554,0.078497,4.3321,2.2176,0.71844,0.023072,7.7029,210.181,0.043074,0.0,4.8057,11.014,1.6326,0.020375,0.082407,24.3274,0.015745,1.1065e-05,0.0483839999999999,0.32427,407.7456,8.7116,1.0002,0.1229,0.0206949999999999,0.93727,0.4437,0.031093,189617.7779,0.025302,1.002989193,2.508,0.7166399999999999,0.032483,139.2815,0.025301,0.024625,506.3411,0.13755,11.8648,366.0166,2.6461e-05,0.035898,28.4663,1.8799,287.1114,725.3479,-0.99322,0.0018687999999999,0.4828699999999999,-0.28135,1e-09,6.9961,0.0150199999999999,18.6668,1452.9277,30.8345,0.29324,0.8658799999999999,20.8161,19.1663,16.8959,-0.8387100000000001,3.7779,0.67035,0.018857455,0.01272,0.072526
0.393828869,0.018078,1910555.455,0.33917,43.2195,8.0757,0.016533,4.7319,0.0011884,2.1767,0.26054,0.012885,16.6562,1336.8546,3.7691,4.6682,0.0035967,0.075603,0.99513,3.318,0.63509,0.022433,9.7792,135.3737,0.072252,89.4713,0.19048,21.3533,19.5437,0.013958,-0.0011676,28.459,0.0034189,1.5815e-05,0.0016002,0.35579,635.758,4.6057,6.7128,0.068561,0.018917,0.95501,0.45847,0.082766,1107075.126,0.024388,0.017351038,6.0556,0.67716,0.06622,67.6936,0.01632,0.016873,783.5993,2.776,0.30214,772.8959,8.92e-06,0.016447,29.7157,2.082,340.5693,1243.0687,-1.1963,0.00029333,4.0362,-0.033949,3.92e-07,0.0035967,0.01707,16.3995,1627.9352,18.9274,0.40028,0.96105,12.4921,20.2909,15.3312,-1.2007,7.0157,0.6284,0.165562328,3.5643,0.078645
0.3905453129999999,0.01936,489325.7998,0.31242,62.6583,3.1884,0.016647,0.29801,0.0018137,2.3668,0.03185,0.0084477,32.0563,836.4746,0.11632,3.3275,0.082509,0.077377,0.0,0.83549,0.64379,0.018763,3.9101,140.7498,0.059619,80.4893,0.0,42.8164,14.1484,0.0138909999999999,-0.0429,7.939,0.0062284,8.823200000000001e-07,0.0061278,0.3446599999999999,454.2425,21.9094,10.5835,0.0778595,0.018623,0.90384,3.953,0.079614,572181.9105,0.021585,0.3856784789999999,15.4583,0.67383,0.047561,93.4425,0.0180889999999999,0.016554,909.2549,0.0610389999999999,16.7144,1063.7372,1.3189e-05,0.025197,15.921,0.0610389999999999,342.7145,1151.8154,-1.0241,0.00038813,9.8209,-0.1176799999999999,1.88125e-08,0.0011787,0.010543,14.2691,1494.2034,36.9717,0.76107,0.91329,24.7316,15.1639,18.1825,-1.2201,3.2603,0.6976399999999999,0.124675505,0.6765800000000001,0.081803
0.034285328,0.016977,9093.6128,0.2605099999999999,27.8155,5.5643,0.016502,14.7255,0.0014365,2.1127,13.9409,0.013586,18.4403,947.817,1.33,4.8251,0.0063066,0.0789769999999999,6.4078,0.56497,0.6934899999999999,0.023825,9.3262,106.8466,0.065663,75.2571,9.5074,7.734,15.5172,0.014428,-0.085556,10.7389,0.0072055,4.6589e-06,-0.0609679999999999,0.35635,538.9498,13.8538,1.2855,0.1083619999999999,0.018634,0.91794,6.8716,0.071847,103906.3427,0.023846,12.54482759,1.2633,0.73155,0.030998,134.7605,0.018075,0.017266,774.9428,0.01178,7.6355,954.9493,1.6204e-05,0.045712,4.8276,19.0136,339.9399,1214.8967,-1.1644,0.0010397,21.133000000000003,0.00013915,1e-09,0.1072099999999999,0.016946,21.7434,2558.9838,3.4909,0.4769199999999999,0.87418,10.9047,12.4757,17.4115,-1.194,8.2805,0.81334,0.036882667,1.9929,0.07596
