HISTO_NET_T1_Bin5,HISTO_NET_T1_Bin9,HISTO_ET_T2_Bin4,HISTO_ED_T2_Bin2,HISTO_ED_T2_Bin10,HISTO_NET_T2_Bin10,HISTO_ET_FLAIR_Bin5,HISTO_ED_FLAIR_Bin10,HISTO_NET_FLAIR_Bin1,SPATIAL_Temporal,SPATIAL_Insula,TEXTURE_GLOBAL_ET_T1Gd_Skewness,TEXTURE_GLOBAL_ET_FLAIR_Skewness,TEXTURE_GLOBAL_ED_T1Gd_Kurtosis,TEXTURE_GLOBAL_ED_T1_Skewness,TEXTURE_GLOBAL_NET_FLAIR_Skewness,TEXTURE_GLCM_ET_T1_Variance,TEXTURE_GLCM_ED_T1Gd_Correlation,TEXTURE_GLCM_NET_FLAIR_AutoCorrelation,TEXTURE_GLRLM_ED_T1Gd_LRLGE,TEXTURE_GLRLM_ED_T2_LGRE,TEXTURE_GLRLM_ED_T2_RLV,TEXTURE_GLRLM_NET_FLAIR_HGRE,TEXTURE_GLSZM_ET_T2_LZLGE,TEXTURE_GLSZM_ED_T1Gd_LZE,TEXTURE_GLSZM_NET_T1Gd_LZE,TEXTURE_GLSZM_NET_T1_SZHGE,TEXTURE_GLSZM_NET_FLAIR_ZSN,TEXTURE_GLSZM_NET_FLAIR_SZLGE,TEXTURE_NGTDM_ET_FLAIR_Busyness,TEXTURE_NGTDM_NET_T1Gd_Busyness,TGM_Cog_Z_2
26.9877,3.6072,10.4402,0.0087477,0.099724,1.1804,17.7593,0.12247,0.15109,0.36973,0.0,0.38286,-0.042982,-1.1637,-0.030443,0.20312,0.084426,0.93801,934.065,0.057986,0.024321,1.6431e-05,918.6251,3.8794,345.2075,13.449000000000002,682.6535,0.39288,0.007404,0.42561,0.59277,0.100124
7.8058,0.15716,9.375,0.0018663,0.21089,0.18158,6.25,12.8065,0.11362,29.2653,7.7496,0.1051,-0.02899,-1.2025,-0.00095263,-0.0033019,0.013197,0.75229,1314.1693,0.034667,0.022667,1.6612e-05,1390.5459,0.050449,12.9453,37.9586,846.5406,0.39478,0.0038799,0.096805,5.2028,0.0
18.7806,1.2461,6.6938,0.0,7.267,26.0792,53.5211,5.108,0.17802,0.0,0.0,0.096405,0.15486,-1.1983,-0.0060468,-0.13758,0.083048,0.93034,1313.5943,0.080141,0.024909,1.8852e-05,1168.0702,7.12,121.9869,8.1312,1063.7411,0.4567,0.0096292,1.7337,0.081305,0.0
20.8496,2.0133,41.0107,0.0,1.5119999999999998,2.9092,8.0304,3.5332,0.073785,46.8101,6.9279,0.13979,0.084016,-1.2013,-0.026237,-0.00043953,0.054501,0.95913,1070.184,0.10185,0.022722,8.3864e-06,1415.2332,3.9748,1653.5884,15.0321,905.6532,0.4364699999999999,0.0029811,0.84316,0.5966600000000001,0.0
21.8521,2.2652,27.2621,23.3294,0.019071,0.66622,13.8252,4.577,1.066,0.0,0.0,0.10454,0.067465,-0.86771,-0.34304,-0.020516,0.051427,0.8547,909.1901,0.056162,0.024279,1.3871e-05,856.8446,0.49287,121.0226,2.1236,572.3579,0.51655,0.013776,0.16448,0.24565,0.123584
0.74671,13.8447,1.5534,20.2296,0.03532,0.13048,0.21702,0.12362,0.032027,15.8559,0.29691,0.26233,-0.31037,-1.2176,-0.23273,-0.055814,0.026103,0.94274,1367.9726,0.03726,0.021198,2.3244e-05,1254.1396,2.3364,40.8669,1903.4489,422.67,0.40372,0.008911,0.26966,4.6443,0.116483
26.2583,0.23742,9.0815,5.2636,0.1281,13.6515,12.4465,10.82,0.52232,71.6663,3.8651,-7.7252e-05,-0.0031165,-0.9276,0.063178,0.0017714,0.045841,0.92756,1501.9566,0.061369,0.024658,1.4706e-05,1384.7564,5.0759,559.3855,6.8609,676.5902,0.4153199999999999,0.013186,1.0007,0.51031,0.0
21.3213,1.1411,7.119,16.2428,2.4869,18.9189,20.5117,2.032,0.96096,99.6452,0.18922,0.0028425,0.0017268,-0.8184600000000001,-0.033651,-0.032179,0.084275,0.89284,1070.1994,0.056038,0.0234979999999999,1.2104e-05,1194.3306,15.7047,595.2587,7.8685,834.309,0.41739,0.0082817,0.79366,0.0731639999999999,0.0
16.9698,11.5135,14.5006,4.8407,0.0510889999999999,11.7666,22.1338,18.1546,0.0474459999999999,0.0,0.0,0.024037,0.12086,-0.8824,-0.0185129999999999,0.029418,0.061685,0.87884,1306.5195,0.0691669999999999,0.019251,8.6338e-06,1306.605,7.6156,91.4021,8.4424,828.1615,0.37773,0.0123629999999999,0.69634,0.42721,0.0
17.7942,0.24485,17.0309,0.0,0.023312,0.031937,3.8266,6.4367,0.026614,66.2129,2.8634,-0.0013055,-0.081471,-1.1939,0.00081377,0.11057,0.077405,0.7664,864.1586,0.054581,0.023223,1.7799e-05,1006.0134,7.4907,27.4499,18.438,1028.5777,0.4764899999999999,0.0077361999999999,2.0376,1.5184,0.0861189
0.050485,48.9432,0.0,33.5879,0.0020644,3.8755,0.0,0.74112,0.025242,26.4569,0.0,0.0,0.0,-1.0323,-0.1902,-0.0032947,0.0,0.96718,1424.3652,0.063738,0.024889,1.8078e-05,1340.9544,0.0,2308.1916,2792.8249,541.7725,0.35132,0.0038828,0.0,1.1724,0.0
41.738,1.4555,27.7279,0.02355,0.018055,0.37886,27.4069,5.7407,0.038986,80.4169,4.0452,-0.0010782,-0.025491,-1.2006,-0.00083436,-0.00017541,0.071066,0.9552,1353.9208,0.11177,0.018529,1.0595e-05,1334.7396,2.5114,1767.7171,666.2669,779.8277,0.37341,0.0054895,0.093416,2.16,0.0
18.1885,3.4011,20.427,0.0,0.48503,0.99815,13.3105,11.3243,0.25878,13.7733,0.0,0.075164,1.2646e-05,-1.0945,0.0098734,-0.019268,0.080893,0.86342,1442.1774,0.046299,0.021322,1.8608e-05,1340.733,0.81274,29.4216,5.6598,995.5793,0.41216,0.0058675,0.11442,0.17493,0.0
27.6393,2.775,0.0,6.1059,0.046969,15.5527,0.0,1.6403,0.0007406,17.5283,0.0,0.0,0.0,-1.2364,0.053005,0.014507,0.0,0.80175,1282.6868,0.049796,0.023452,1.4542e-05,1373.0239,0.0,50.7754,1187.9117,898.0595,0.36309,0.001114,0.0,4.5012,0.0
20.2203,0.031991,14.9148,0.0,0.030184,0.10597,4.9017,8.6628,0.029992,96.6205,0.061908,0.0014627,0.12162,-1.2006,0.00048201,-0.027524,0.073635,0.74542,1293.6039,0.037486,0.023293,2.5572e-05,1358.7988,0.88324,10.4535,23.3971,926.3338,0.39452,0.0046649,0.40231,3.4443,0.0
38.0827,0.68136,13.8393,12.0353,0.09366,1.0695,21.4286,5.0432,0.012937,0.46203,35.7494,0.3739,0.013723,-0.94538,-0.040128,0.2236,0.047135,0.84187,584.4352,0.039903,0.022,1.4056e-05,609.147,0.094305,163.9194,612.0265,522.1544,0.30839,0.0065982,0.01744,1.4625,0.0
6.6958,11.2082,14.1993,12.1315,0.037793,1.4556,10.4982,5.1734,0.43668,0.0,0.0,0.0019196,-0.088896,-1.1754,0.036672,-0.012506,0.046741,0.83317,983.9289,0.047173,0.024113,1.4074e-05,1265.942,0.40526,28.6607,1.611,966.6035,0.53686,0.0078345,0.12777,0.075945,0.137141
10.8788,1.3321,0.0,0.0,3.9741,7.1103,0.0,2.1443,0.77136,11.5139,8.7796,0.0,0.0,-1.2024,0.021621,-0.0062993,0.0,0.9342,1346.3932,0.062918,0.022578,1.0344e-05,1354.5883,0.0,346.2042,189.2465,638.6741,0.3986,0.0033302,0.0,3.3426,0.0
10.1824,12.9304,27.6694,1.7156,1.7476,7.9019,3.1079,13.9864,0.011403,86.4884,3.951,0.0012441,0.0085046,-0.98054,0.0209479999999999,0.10489,0.075581,0.92705,925.3939,0.064201,0.025151,1.0339e-05,870.3371,1.2346,122.6042,23.0853,1203.3531,0.42796,0.0093157999999999,1.3706,0.45723,0.0611531999999999
26.7911,1.0443,26.1332,0.50781,0.068213,0.14662,18.3626,3.7517,1.7345,81.7541,4.2018,0.0040196,-0.20729,-1.2023,0.0010648,-0.030775,0.052138,0.81141,1232.6471,0.031741,0.022564,2.807e-05,1244.2873,0.583,9.7042,247.0566,871.2575,0.40362,0.0066319,0.066429,4.329,0.0
25.7002,1.1458,36.8413,3.1864,0.034305,0.99304,19.3316,8.0254,0.1188299999999999,45.459,6.4298,0.0006247999999999,0.0601159999999999,-1.2015,-0.0059267,-0.052038,0.080349,0.86331,1320.7144,0.072359,0.021968,1.4448e-05,1326.4703,1.73,89.4793,13.273,978.5285,0.44405,0.002838,1.3224,0.91816,0.0
19.9185,0.18073,22.0807,0.0766309999999999,4.8002,65.4041,5.8946,0.25384,0.032685,0.0,0.1067099999999999,-0.00063877,0.0030084,-1.1948,0.021136,-0.37428,0.08207,0.94582,811.9545,0.096363,0.02472,9.8826e-06,759.1798,25.1978,431.7853,1878.4526,275.8888,0.32352,0.0075188999999999,2.0405,5.3413,0.0935208999999999
37.5972,0.46441,23.5624,12.3759,0.010186,7.8445,17.7966,0.59587,0.0201919999999999,99.2944,0.068082,-0.002006,-0.0005792999999999,-1.1943,0.039178,-0.00078011,0.035104,0.86826,1392.2023,0.053381,0.023334,1.8582e-05,1354.0652,8.7612,48.3274,16.2549,358.1951,0.3428,0.0093536,0.45368,1.0782,0.0
34.456,1.8275,1.2728,0.0,0.019776,4.6173,0.0821139999999999,9.8037,0.060648,93.6527,2.6104,-0.0003593,0.050998,-1.2018,0.099967,0.080827,0.057825,0.8892399999999999,853.7548,0.05574,0.024245,2.0091e-05,1002.337,3.3382,56.2632,124.1212,575.3828,0.43027,0.0029868,0.98299,2.5338,0.0
18.9206,0.0081775,3.902,0.022953,0.39854,20.0082,0.78373,1.0057,0.043954,0.4384399999999999,4.9629,-0.049795,-0.13963,-1.1981,-0.0055383,0.031275,0.05662,0.92592,1273.8866,0.050355,0.0221199999999999,1.4193e-05,1321.4391,2.6060000000000003,74.1338,766.7232,536.8019,0.34863,0.0037143,0.36282,4.1427,0.0
28.8747,1.327,20.0715,51.1416,0.010173,38.8838,8.3527,0.12499,0.14407,11.2395,0.0,0.00070059,-0.10279,-0.46406,-0.18219,-0.14049,0.030486,0.8251200000000001,826.4593,0.056865,0.02376,2.2918000000000003e-05,891.3571,6.0683,1041.9768,125.9974,564.8157,0.35006,0.0058708999999999,0.90169,0.68378,0.111043
17.6497,4.6159,13.4001,0.0,0.14122,0.75817,7.1602,1.3205,0.17839,81.0446,1.192,0.4566,0.077497,-0.93068,-0.00056381,0.15943,0.03698,0.91884,1087.6885,0.05025,0.022383,2.176e-05,995.4171,2.248,311.7523,14.0637,496.2788,0.4112399999999999,0.0082848,0.6873600000000001,1.1001,0.0747063999999999
11.2309,0.093888,6.5304,1.0363,0.023985,1.2529,36.2708,0.0049968999999999,0.31404,21.3541,1.0235,0.0021945,-0.070136,-1.1264,0.062058,-0.021649,0.079385,0.91123,1279.3795,0.080271,0.020733,1.2477e-05,1343.3605,6.0971,131.7206,32.684,1004.9491,0.39634,0.0030287,1.1435,1.6914,0.116541
18.6794,5.5575,0.20875,0.0010576,0.6388,11.1418,15.4765,7.4466,1.0839,7.7688,2.5473,0.19457,-0.079912,-1.0648,0.0070553,0.0016814,0.053866,0.94833,1209.944,0.0777429999999999,0.024152,1.2956e-05,1413.6397,4.306,922.4001,84.0785,782.5516,0.4136,0.0019771,0.57931,1.2258,0.0
10.326,0.15153,0.45524,0.0086025,0.03441,1.6634,34.2944,15.334,1.8781,0.2855,2.8239,-0.00028511,0.068664,-1.201,0.0023635,-0.0043983,0.075403,0.73498,1294.8315,0.031048,0.023531,2.2995e-05,1425.7271,0.20666,14.414,348.8042,896.2656,0.38637,0.0020653,0.069506,3.2687,0.0
18.1265,2.8402,0.0,1.9833,0.24416,0.19655,0.0,12.6815,0.49552,88.3953,6.3233,0.0,0.0,-1.1995,0.015738,-0.071744,0.0,0.86994,890.2731,0.048491,0.019329,1.3573e-05,931.4901,0.0,54.3182,77.6389,863.657,0.3907,0.0042218,0.0,1.2356,0.0
0.0742299999999999,67.7409,6.4382,0.0018623,0.027935,1.6516,0.5352399999999999,0.2719,0.32166,33.9518,0.0,0.19663,-0.045076,-0.8209299999999999,0.0709299999999999,-0.27792,0.035416,0.8691399999999999,918.6942,0.053496,0.020749,1.7026e-05,870.3069,9.1815,205.0538,40.3388,389.6435,0.3155,0.0054987,1.9204,1.6781,0.0
8.3708,7.9793,2.1022,2.3249,0.46497,6.114,2.7711,0.93506,0.069085,100.0,0.0,0.00061051,-0.46475,-1.2094,-0.0036442,-0.18609,0.050462,0.92873,1103.2244,0.060978,0.023199,1.3742e-05,1009.5336,0.79361,227.7003,43.1418,443.2059,0.3865,0.010283,0.1236,0.40275,0.0609968
15.921,0.46529,21.9094,0.30175,0.0094296,0.013848,3.1884,0.082509,0.03185,0.0,0.83549,0.31442,-0.1176799999999999,-1.173,0.0061278,0.013793,0.0740909999999999,0.90384,1062.7619,0.059619,0.0219159999999999,1.5427e-05,1152.1495,3.953,273.9739,267.3797,1063.7372,0.40335,0.0030472,0.80095,3.6608,0.126949
19.8964,6.2147,0.37349,0.064913,0.44821,11.332,6.3908,3.0385,3.7261,0.0065366,1.5949,0.0003562,-0.035697,-1.2034,-0.21851,0.0019639,0.06709,0.97096,1382.3941,0.060728,0.020312,1.0258e-05,1305.4664,5.0508,260.6003,561.108,699.1183,0.3725,0.0017281,0.75309,3.9428,0.0
0.0,65.1411,7.013999999999999,6.4441,0.039668,0.45098,5.19,0.44458,0.033406,97.6496,0.0,0.00069056,-0.00055243,-1.1468,0.0068514,0.011779,0.077474,0.94504,1129.4265,0.07832,0.024186,1.1069e-05,1114.904,12.5465,630.8272,7.3674,422.3257,0.41962,0.0016539999999999,0.39918,0.49208,0.134145
18.462,0.0610309999999999,15.0816,3.8907,1.1857,5.5233,10.5128,17.9147,0.091547,0.0,4.9368,0.003084,-0.00030689,-0.94148,0.0400779999999999,-0.16369,0.022703,0.92681,971.6889,0.088115,0.0263529999999999,1.2374e-05,918.2487,3.0401,292.5872,15.9758,179.0087,0.39102,0.0055972999999999,0.59834,0.3250699999999999,0.0
33.3446,0.39285,15.1685,13.3257,0.0195289999999999,5.7412,36.52,0.011488,0.35357,83.50399999999999,0.0,0.0028959,-0.018764,-1.1946,0.0057929999999999,-0.0030886999999999,0.066086,0.95522,1423.8921,0.097498,0.026142,8.844e-06,1380.6589,18.769,776.6045,92.566,873.3852,0.40931,0.0033441,1.1157,1.1327,0.0
26.1132,1.994,35.4173,0.0,0.030416,0.12736,10.5092,6.1745,0.28691,0.0,0.57387,0.32982,-0.052591,-1.1911,-0.0049091,0.021933,0.067467,0.83952,1254.764,0.046969,0.021494,1.5593e-05,1239.892,0.74969,38.1094,180.6589,710.6743,0.41512,0.0061268,0.37994,8.2431,0.0
18.2469,6.932,4.9449,6.9288,0.28042,3.6673,1.836,4.8219,0.13417,0.0,0.0,-0.003082,0.30156,-1.1319,0.065346,-0.0012692,0.023257,0.97085,1501.0371,0.077415,0.024298,9.34e-06,1381.9548,0.79154,4562.091,5.893,818.2553,0.45344,0.007709,0.17647,0.37319,0.124901
22.9861,2.4543,22.3757,42.0517,0.034309,2.001,1.2858,2.9506,0.068411,96.8778,0.0,0.36623,0.094217,-1.1218,0.18855,0.063466,0.067607,0.91925,1128.6287,0.0619529999999999,0.023475,2.0773000000000003e-05,1131.9084,1.9566,42.7284,11.6571,949.1032,0.39737,0.0023133,0.68655,0.7972100000000001,0.0
26.2443,0.10055,1.7465,0.0,24.2029,6.7538,0.61728,8.8758,0.016759,63.8086,5.1129,0.070121,0.29808,-1.1203,0.081363,0.039567,0.0805,0.94094,834.2992,0.05946,0.024506,1.5827e-05,885.2452,3.0835,376.5817,15.3367,561.4872,0.42023,0.003702,0.43189,0.43248,0.0463248
21.5822,4.6495,13.4655,31.028,0.029445,0.90215,8.0656,0.2282,0.62457,0.0,0.0,-0.1177,-0.12461,-0.92896,-0.0063276,0.0629,0.038083,0.8901,492.2431,0.038658,0.021513,1.9119e-05,504.034,0.22149,69.3833,10.1051,408.4409,0.4239,0.0078389,0.1172,0.19409,0.0
21.3439,4.249,25.3551,4.7436,0.075673,0.098814,4.7291,1.4983,0.29644,80.2564,0.70684,-0.003276,-0.013384,-1.2033,0.059669,0.28414,0.022782,0.92718,537.9628,0.12259,0.022813,6.85e-06,613.6875,5.361,634.51,2.0147,248.2329,0.48862,0.010524,0.25583,0.10226,0.0898635
32.439,0.97126,0.0,28.4358,0.2875,52.4072,0.0,4.5611,0.15071,53.8392,6.3141,0.0,0.0,-1.1613,-0.016553,-0.00061233,0.0,0.72492,1352.9055,0.039485,0.024928,2.6276e-05,1408.0291,0.0,25.8434,833.3371,883.8291,0.37981,0.0017999,0.0,1.6996,0.0
5.4741,13.0759,0.0,4.9439,0.049994,0.0099421,0.0,0.18331,0.02585,18.0081,11.036,0.0,0.0,-1.0943,-0.34167,-0.0022387,0.0,0.88357,1469.1415,0.042773,0.023248,2.4797e-05,1308.6188,0.0,23.4682,389.6412,507.5361,0.3913,0.0089828,0.0,1.4325,0.0
37.1341,2.1594,0.0,0.33036,4.3015,19.9154,0.0,2.8694,0.0051292,67.16,4.6882,0.0,0.0,-1.0155,0.047566,-0.19278,0.0,0.93196,653.2269,0.064725,0.020307,8.9e-06,641.718,0.0,275.2008,1196.9369,470.41,0.29215,0.0054057,0.0,7.8515,0.0
16.1545,3.9508,24.9543,10.3585,0.03327,3.9508,12.5735,11.5746,1.2072,6.6639,0.0,8.6322e-05,0.072925,-0.99113,0.033613,0.043701,0.039209,0.92593,826.9729,0.10192,0.025273,1.2239e-05,1166.4293,3.3857,471.6927,11.8054,789.6360000000001,0.34289,0.0031805999999999,0.8353,0.22335,0.0
19.7844,3.6672,12.6984,8.437,0.7094,21.1089,12.6984,5.1751,2.4739,1.4421,6.9533,0.1006,0.066226,-1.1949,-0.016823,0.0024106,0.029643,0.96419,1325.3972,0.059486,0.022653,1.1123e-05,1382.5811,0.03737,1105.7097,177.2954,637.3743,0.36749,0.0015491,0.009529,1.5845,0.0
27.6596,0.0045921,0.0,0.94625,0.18024,1.5613,0.0,1.4848,0.033675,0.12418,0.0,0.0,0.0,-0.86143,-0.19422,0.037786,0.0,0.93056,1301.0019,0.044792,0.021646,1.1683e-05,1253.2588,0.0,546.4962,216.5221,779.9162,0.37345,0.0063445,0.0,2.2298,0.0
10.3489,0.5985699999999999,4.8503,0.0023809,1.05,2.6660000000000004,9.6362,7.7509,0.047255,0.0070852,1.9626,0.011145,0.035266,-1.0481,-0.12585,-0.067382,0.05359,0.93923,920.7548,0.092275,0.024231,8.4622e-06,980.5345,10.5576,575.0275,97.6283,442.4731,0.3788,0.0053851,1.3569,1.0911,0.0
0.0,10.6383,0.030572,0.0,12.0426,2.1277,0.2445699999999999,15.1028,2.1277,35.251,40.3766,0.0021008,-0.010957,-1.1798,0.0294329999999999,0.35309,0.079243,0.94564,100.4942,0.073018,0.0235879999999999,1.3268e-05,174.4859,0.8678,319.0384,1.2093,230.192,0.5253899999999999,0.0125709999999999,0.1343,0.02166,0.061962
38.8688,0.75224,0.0,9.4014,0.28169,0.12379,0.0,5.2465,0.75224,0.0,0.0,0.0,0.0,-1.0969,-0.036746,0.021221,0.0,0.67253,1156.3011,0.027337,0.023101,4.9731e-05,1120.709,0.0,2.9656,21.877,850.7506,0.41395,0.0089786,0.0,1.4484,0.0
7.0018,0.87616,3.3231,0.00055975,0.19983,0.13979,5.9413,1.0439,0.1011,0.54805,2.7472,-0.0086745,-0.020975,-1.1988,-0.047638,-0.05457,0.039074,0.82421,1121.0808,0.051624,0.023149,1.2278e-05,1167.6382,1.5702,102.6565,10.8568,617.6546,0.45522,0.0071409,2.6344,6.6774,0.0780651
17.5949,1.8852,28.7726,0.0025107,0.01883,0.27107,12.8052,0.010043,1.3677,56.6816,6.3806,-0.0550919999999999,0.14114,-0.8251200000000001,0.0085692,0.1705,0.082217,0.8851700000000001,919.6265,0.062041,0.023857,1.179e-05,990.894,9.9967,218.7782,16.105,899.1672,0.44018,0.0070114999999999,2.1198,0.2903,0.0409853
