HISTO_NET_T1_Bin5,HISTO_NET_T1_Bin9,HISTO_ET_T2_Bin4,HISTO_ED_T2_Bin2,HISTO_ED_T2_Bin10,HISTO_NET_T2_Bin10,HISTO_ET_FLAIR_Bin5,HISTO_ED_FLAIR_Bin10,HISTO_NET_FLAIR_Bin1,SPATIAL_Temporal,SPATIAL_Insula,TEXTURE_GLOBAL_ET_T1Gd_Skewness,TEXTURE_GLOBAL_ET_FLAIR_Skewness,TEXTURE_GLOBAL_ED_T1Gd_Kurtosis,TEXTURE_GLOBAL_ED_T1_Skewness,TEXTURE_GLOBAL_NET_FLAIR_Skewness,TEXTURE_GLCM_ET_T1_Variance,TEXTURE_GLCM_ED_T1Gd_Correlation,TEXTURE_GLCM_NET_FLAIR_AutoCorrelation,TEXTURE_GLRLM_ED_T1Gd_LRLGE,TEXTURE_GLRLM_ED_T2_LGRE,TEXTURE_GLRLM_ED_T2_RLV,TEXTURE_GLRLM_NET_FLAIR_HGRE,TEXTURE_GLSZM_ET_T2_LZLGE,TEXTURE_GLSZM_ED_T1Gd_LZE,TEXTURE_GLSZM_NET_T1Gd_LZE,TEXTURE_GLSZM_NET_T1_SZHGE,TEXTURE_GLSZM_NET_FLAIR_ZSN,TEXTURE_GLSZM_NET_FLAIR_SZLGE,TEXTURE_NGTDM_ET_FLAIR_Busyness,TEXTURE_NGTDM_NET_T1Gd_Busyness,TGM_Cog_Z_2
6.8092,27.2784,9.6,1.4885,0.040967,1.9826,11.2,0.16387,2.5846,0.0,0.0,-0.050162,-0.12253,-1.0524,-0.37197,-0.13476,0.019956,0.8086,1265.8083,0.037474,0.023501,2.3043e-05,1241.5862,0.062405,13.4838,62.2999,733.4242,0.3969,0.0022427,0.02378,0.31746,0.0
6.11,0.49994,7.655,51.9776,0.17587,1.1581,1.7251,8.1226,0.013289,3.7801,5.1379,0.025765,-0.55329,-1.0526,0.066241,0.12274,0.022859,0.82141,1085.3413,0.036384,0.021599,1.8558e-05,1107.345,0.98283,42.0036,4255.2367,992.2481,0.34037,0.0035643,0.16664,5.118,0.0
8.0366,0.0,11.829,4.5376,0.58563,48.606,19.6548,7.4495,15.4686,64.3712,1.0326,0.003987,-0.043363,-0.8908200000000001,0.018963,0.0031375,0.048399,0.93119,1167.0723,0.090111,0.023813,1.0840999999999998e-05,1420.3596,7.7796,1568.5923,64.0922,505.0678,0.45687,0.0013731,1.2324,0.59613,0.0
28.6201,0.76188,0.0,11.4655,0.044881,17.3221,0.0,4.9872,0.082813,8.1601,11.8635,0.0,0.0,-1.2126,-0.0019116,0.022474,0.0,0.96087,1161.4028,0.073448,0.024512,1.4479e-05,1260.0522,0.0,1765.7255,316.8556,584.3638,0.36419,0.0022043,0.0,1.4316,0.0
44.8102,0.24759,29.8874,0.027001,0.040502,3.4041,9.4856,0.054003,0.10397,0.15652,1.3835,0.45224,2.2565e-05,-0.74031,-0.064426,0.0019474,0.065007,0.86514,1399.5102,0.03584,0.025165,3.03e-05,1323.9761,18.6729,29.472,139.9372,914.0247,0.40997,0.0029145,2.7284,3.6465,0.0966124
23.4087,0.78981,6.1709,0.002591,0.090685,0.26701,6.584,5.4298,0.29315,0.0,0.0,0.15931,0.0010434,-1.1986,-1.8817e-05,-0.042963,0.086165,0.91179,1180.9685,0.061877,0.018197,1.0531e-05,1218.0781,1.3598,296.2524,26.9633,882.0564,0.39293,0.0057693,0.17449,3.0509,0.141221
15.1877,0.0749389999999999,6.1542,0.49963,0.058909,18.0416,1.0811,2.6978,0.031225,0.1113099999999999,1.5508,0.054422,-0.012418,-1.132,-0.022694,0.13793,0.040381,0.93716,1012.8805,0.061692,0.0206669999999999,1.0184e-05,961.902,10.2893,264.5561,16.2781,756.078,0.35504,0.0079357,2.6278,0.72277,0.0
5.8029,7.0069,0.0,3.3917,0.17222,0.51337,0.0,1.2868,0.030558,2.5299,54.9908,0.0,0.0,-1.2134,-0.15284,-0.0050135,0.0,0.84205,1218.304,0.047101,0.023387,2.4604e-05,1179.1918,0.0,33.2041,103.687,634.0668,0.35594,0.006877,0.0,1.2345,0.0
39.521,1.4845,9.0399,0.0,0.06978,33.5374,16.648,0.19281,0.00072379,0.0,0.62929,-0.00061501,-0.051474,-1.2102,-0.10184,0.16927,0.028109,0.76166,1037.909,0.035889,0.025388,1.7441e-05,1041.1577,0.40321,25.24,354.176,713.1235,0.37516,0.0060133,0.17547,5.1506,0.0
25.7477,0.24402,25.0544,2.3784,0.0026713,15.2109,21.0342,2.2902,0.031285,0.0,1.1221,0.00068035,5.5588e-05,-1.115,0.079607,-0.02763,0.038789,0.91156,1234.2122,0.0834,0.022371,1.1132e-05,1106.4609,15.2899,207.4303,19.0736,601.4533,0.37608,0.005706,0.71259,0.7883100000000001,0.0
41.7412,0.78964,0.0,0.082516,0.81206,1.8104,0.0,1.6071,0.18286,14.5072,9.7964,0.0,0.0,-1.2035,0.032014,0.016794,0.0,0.8883,976.5829,0.054183,0.024389,1.4606e-05,973.5,0.0,206.6592,163.2441,498.5293,0.36189,0.0092513,0.0,2.8217,0.0
0.0043356,32.959,1.1194,0.067925,0.41139,9.3562,3.1959,12.0361,0.24279,0.0,0.6118600000000001,0.35851,0.23162,-1.0987,0.0354089999999999,0.11508,0.053209,0.97555,1209.3705,0.1027,0.023969,1.2602e-05,1103.725,6.4943,9403.469,33.6889,457.2941,0.3345599999999999,0.0052378,1.6383,1.4285,0.0
0.2515699999999999,5.0314,6.2202,0.0,2.428,18.239,17.4157,0.2455,1.2579,100.0,0.0,-0.0026715,0.0057831,-1.0311,-0.016262,0.062927,0.06941,0.94449,1226.464,0.074802,0.02385,1.9481e-05,882.6409,22.4711,331.2059,9.3465,226.4707,0.42573,0.0090808,0.3503199999999999,0.19533,0.0
30.4159,2.086,0.0,4.3258,0.064129,3.615,0.0,0.064129,0.037132,95.3053,0.0,0.0,0.0,-1.2432,-0.0021681,0.018346,0.0,0.91195,1321.7037,0.048872,0.022499,1.9104e-05,1237.3022,0.0,44.9324,85.4283,868.459,0.40314,0.0065189,0.0,2.0261,0.0
0.090171,8.9288,17.0798,0.0013102,0.023583,4.4954,11.8744,1.2591,0.0150289999999999,0.0,1.2213,0.17303,0.071858,-1.1993,-0.0015083,0.0260889999999999,0.076151,0.94472,761.4604,0.0580059999999999,0.0222729999999999,1.1852e-05,711.6859,2.6685,368.5387,52.7553,590.4336,0.3465,0.0082869,0.6273,3.0985,0.0
25.2582,0.22977,9.413,0.0019321,0.015457,1.0176,2.3785,0.0096607,0.040548,57.3377,10.0439,0.17673,-0.10773,-1.1859,0.00060517,-0.0039604,0.076403,0.8605,1237.8536,0.040465,0.023853,2.0029e-05,1241.5606,0.60373,41.9391,402.4035,976.4356,0.40495,0.0060455,0.065564,3.0933,0.0
16.687,0.011734,1.489,0.10268,0.16243,6.7625,2.116,4.7543,0.010832,88.3324,0.033015,0.30078,-0.38359,-0.98903,-0.0080624,-0.2905,0.0071547,0.9113,723.5274,0.059247,0.019667,1.1651e-05,715.7647,0.8385,332.0967,1816.1635,495.8194,0.32468,0.0071557,0.13174,6.2665,0.0
23.0912,0.60404,8.3301,1.2072,0.0075292,0.03709,6.5252,0.35889,0.090076,99.4265,0.20785,-0.00092084,0.066525,-1.2023,0.0030006,0.21338,0.074614,0.92237,1046.3375,0.057569,0.024351,1.4959e-05,941.5152,1.6951,100.6227,14.9968,807.3938,0.34625,0.0085575,1.1625,1.1018,0.0
16.2873,0.1879,0.0,3.4639,0.39157,0.19145,0.0,8.3133,0.14536,96.5661,0.39542,0.0,0.0,-1.1757,-0.0066934,-0.099315,0.0,0.85714,906.6911,0.045403,0.024378,3.8661e-05,869.3755,0.0,14.5378,160.521,798.4739,0.38025,0.0094719,0.0,0.71674,0.0
0.67568,27.7027,11.6046,13.9225,0.19424,4.0541,33.4309,9.8406,1.3514,0.0,0.0,0.10292,0.066782,-1.0033,-0.011042,0.20919,0.015622,0.94923,628.4815,0.045113,0.023895,1.3811e-05,766.4525,13.9308,714.767,2.951,338.9511,0.69606,0.030787,0.39891,0.040342,0.0
6.3152,0.38328,16.5138,4.3154,0.89905,1.5064,1.8349,1.9865,0.24958,0.0,0.0,0.12784,-0.68097,-1.1984,0.00044103,-0.0052317,0.054236,0.80094,1254.2903,0.033801,0.024529,2.3851e-05,1387.6227,0.057222,17.7864,36.7221,1003.196,0.42192,0.0023377,0.020312,0.69146,0.0
1.2842,22.9613,6.2722,0.017525,0.61947,0.20244,6.1875,9.228,0.037958,82.6876,7.9459,0.33833,0.0019590999999999,-1.1018,0.045137,0.069716,0.061844,0.90923,1046.2453,0.10197,0.023293,8.253899999999999e-06,1084.6315,0.48158,811.8627,15.8566,585.7378,0.36455,0.0080334999999999,0.1243099999999999,2.1498,0.0514984
12.6458,3.1411,0.0,0.017874,0.043692,0.5915,0.0,1.14,0.024476,0.0,0.0,0.0,0.0,-1.2266,-0.14081,0.077394,0.0,0.85372,1165.2558,0.045156,0.022545,1.7852e-05,1139.7939,0.0,72.9785,35.0306,1010.1855,0.41487,0.0062023,0.0,0.94789,0.0
1.7595,13.8443,0.55267,0.0,0.7932100000000001,4.8408,28.5082,0.67189,1.7853,90.5952,0.0,0.2204699999999999,0.1240599999999999,-1.0884,0.0627,0.067782,0.044005,0.96853,1206.7529,0.052582,0.025513,2.6191e-05,1137.0701,7.0531,497.6652,40.7668,684.2961,0.35225,0.0053456,0.6036699999999999,0.79045,0.0
29.9537,0.013827,0.029187,0.002293,7.6663,37.1197,1.0822,27.6383,0.0034569,2.1248,6.4743,0.0023853999999999,0.0704149999999999,-1.0892,0.1082,-0.16707,0.035349,0.91836,1066.95,0.065813,0.022414,8.4886e-06,1163.1346,4.3796,259.5926,79.8173,673.3859,0.35579,0.0017772999999999,1.4469,2.1752,0.0
0.70057,22.8668,31.6637,15.058,0.0060926,5.9269,27.3872,8.8343,0.93877,18.2056,0.22648,0.00031548,0.0066353,-1.1381,0.060709,-0.0069319,0.033286,0.93793,777.8432,0.069532,0.023359,1.3959e-05,822.3682,7.1392,484.1849,59.3286,205.1479,0.3975,0.0035718,0.93044,0.95022,0.0
